frame,pos_x,pos_y,pos_z,roll,pitch,yaw
0,-0.027458908,1.164883,-0.19070774,148.21345422697024,7.772576499306839,-2.246942115164432
1,-0.027458908,1.164883,-0.19070774,148.21345422697024,7.772576499306839,-2.246942115164432
2,-0.027692392,1.1650308,-0.19059238,148.2599073747153,7.827970060712104,-2.1939146760777324
3,-0.027913293,1.1650995,-0.1904666,148.2777862653996,7.8813214082225524,-2.1623082596645142
4,-0.028075725,1.1651179,-0.19035886,148.27152484579963,7.907673244875576,-2.1517379024183514
5,-0.028139265,1.165139,-0.19032419,148.26444828806052,7.899256002701145,-2.1469597060279804
6,-0.028142985,1.1651812,-0.19032905,148.25172172079556,7.856280994404701,-2.156974287067896
7,-0.028083332,1.1652662,-0.19036846,148.24380505049953,7.784148903905182,-2.162562703258078
8,-0.02801617,1.1653625,-0.19042611,148.24600329864165,7.704091810466321,-2.1696888176915183
9,-0.028032046,1.1654254,-0.19046502,148.24476545555427,7.629184726888128,-2.204074857379523
10,-0.028112225,1.1654104,-0.19045407,148.2297115975847,7.584141769877878,-2.2199953141683415
11,-0.028237065,1.1653396,-0.19040225,148.20378182654872,7.593648837838974,-2.1982592567778347
12,-0.028442953,1.1653023,-0.19038604,148.18205962947522,7.610723752189802,-2.218455380784288
13,-0.028596302,1.1652452,-0.19041702,148.16573024126558,7.629900770363531,-2.220723729512846
14,-0.02872793,1.1650736,-0.19036195,148.10354504434417,7.642070699014522,-2.223907663431817
15,-0.028842082,1.1648337,-0.19018494,148.00758334220836,7.648998631221332,-2.2343542959378184
16,-0.028878523,1.1646361,-0.18994848,147.93071814810023,7.679082373754501,-2.204499192409265
17,-0.028954102,1.1646104,-0.18975575,147.9212436610789,7.725927174084001,-2.1984180026944204
18,-0.029019352,1.1647648,-0.1897101,147.99032502097486,7.78920834904235,-2.179357618200247
19,-0.029009085,1.1649768,-0.18981358,148.07328626963667,7.825277650429512,-2.167790340344446
20,-0.028879594,1.1650856,-0.18996048,148.10875587275314,7.824722858324706,-2.1704491625211526
21,-0.028622478,1.1650052,-0.19007665,148.08032894805402,7.805051584209521,-2.179625210771094
22,-0.028299853,1.1648065,-0.19016492,148.00593122405505,7.765071282859693,-2.2193768244257166
23,-0.027931646,1.1645781,-0.19026643,147.92192616967944,7.6988959000393296,-2.2788431517753858
24,-0.027568582,1.1643955,-0.19042292,147.86686656215778,7.6213299817626625,-2.326543410392278
25,-0.027245456,1.1642653,-0.19060442,147.84050057370075,7.573269376652977,-2.3459435799490787
26,-0.02706366,1.164174,-0.19072771,147.81763844344715,7.594389446875336,-2.368149822654274
27,-0.027036007,1.1641135,-0.19078904,147.79160059653321,7.657164758731206,-2.422288015953615
28,-0.02701899,1.1640573,-0.19083694,147.76700831843937,7.705745219597032,-2.4716942011507257
29,-0.026932519,1.1640098,-0.19091912,147.75469334853926,7.708835110923819,-2.494364491926382
30,-0.02679795,1.1639668,-0.19101125,147.74790244229646,7.677049584517445,-2.495123657421493
31,-0.02664996,1.1639231,-0.19110788,147.7483409409391,7.645197253296892,-2.4775159643038696
32,-0.026573848,1.163919,-0.19121832,147.74953226560982,7.5981880289508545,-2.507481422171
33,-0.026537804,1.1639018,-0.19129665,147.73795553374836,7.562565532210627,-2.5262166143090554
34,-0.026543917,1.163819,-0.19126855,147.70602142526232,7.574543262907448,-2.50814552157704
35,-0.026666198,1.1637107,-0.19110636,147.65853374945746,7.620878316719771,-2.5128496437458345
36,-0.026787879,1.1636473,-0.19082944,147.6302350840105,7.698701644649092,-2.5131575455170205
37,-0.026847085,1.1636566,-0.19052696,147.63446256193035,7.7632451187795395,-2.506285828871253
38,-0.026807059,1.1636994,-0.19023377,147.6531208828749,7.780864270552312,-2.500956424279874
39,-0.026661098,1.1637605,-0.18999432,147.6846623893718,7.773789261888865,-2.487360452814722
40,-0.02645572,1.1638258,-0.189831,147.72486145444384,7.749641345336568,-2.4749916059721415
41,-0.026217889,1.1638597,-0.18971898,147.7596920354516,7.730573126334804,-2.4679921208404787
42,-0.026007777,1.1638483,-0.18958999,147.75581867774574,7.704636079955509,-2.500725050743932
43,-0.025783898,1.1638347,-0.18946508,147.73757102697041,7.668212276040071,-2.5396233918820124
44,-0.025525603,1.1638534,-0.18937717,147.71879885318137,7.611600217406142,-2.5674613698537314
45,-0.025274374,1.1639563,-0.18937784,147.73023457339042,7.559970732674239,-2.5806611141986786
46,-0.025109371,1.1641681,-0.18948604,147.79624188149677,7.56537358022247,-2.583620018632344
47,-0.02507956,1.1644224,-0.18963028,147.8703677486762,7.605102141573403,-2.6250830226845805
48,-0.025089752,1.1645893,-0.18979064,147.919718972007,7.65269974186142,-2.671818072434855
49,-0.024986422,1.1646321,-0.189985,147.94419843116543,7.676624057385313,-2.673638695930715
50,-0.024789594,1.1645348,-0.19016841,147.92245399769848,7.634625077957992,-2.6856696077355133
51,-0.024529496,1.1643628,-0.19036914,147.87346547784998,7.533307785270987,-2.712427731379911
52,-0.02422836,1.1641937,-0.1905721,147.81508479404843,7.431324751171537,-2.711763354537889
53,-0.02398017,1.1640306,-0.19071233,147.76444948178818,7.404836249733806,-2.6908103622731754
54,-0.023815984,1.1639165,-0.19076385,147.71962185421344,7.439617170457535,-2.709572709413558
55,-0.023613932,1.1638839,-0.19077703,147.6985495769495,7.481038265921585,-2.7416076108602208
56,-0.023311056,1.1639268,-0.19079736,147.7054740122848,7.4648788168547675,-2.770289665153717
57,-0.02284078,1.1640145,-0.1906529,147.69151764564288,7.466237648784619,-2.717082750715568
58,-0.02243745,1.1643012,-0.19047026,147.74121080414903,7.530453773649685,-2.6792819095907454
59,-0.02213767,1.1647987,-0.19039837,147.86188029618768,7.607322721628081,-2.70765574157477
60,-0.021859001,1.1652412,-0.19034852,147.96181561476487,7.696884099807701,-2.7404450680784485
61,-0.021541074,1.1655437,-0.19035123,148.03304039245577,7.754523094312935,-2.780350592999945
62,-0.02110834,1.1657479,-0.1904118,148.07891771438426,7.750115101425291,-2.8118593486073804
63,-0.020571949,1.1660007,-0.19064082,148.1670942270365,7.699786090145976,-2.8261692668803753
64,-0.019859336,1.1661981,-0.19093087,148.24270313294204,7.594795569187793,-2.7732519553204478
65,-0.018982979,1.166305,-0.19127943,148.29533026334744,7.422709052297385,-2.6584699538466716
66,-0.018176254,1.1662205,-0.19155395,148.2828900151193,7.189816755499032,-2.594961723572681
67,-0.01755347,1.1659675,-0.19169632,148.20275309967988,6.939895230721997,-2.5927722648642644
68,-0.017197656,1.1656948,-0.19182387,148.11565406696826,6.775883445593565,-2.59708683657768
69,-0.017223673,1.1655931,-0.19203134,148.06834360600612,6.760411926927609,-2.6209711735264323
70,-0.017646072,1.1656702,-0.19230855,148.06580815522676,6.89347940667069,-2.6733055528205565
71,-0.018283779,1.1657109,-0.19251461,148.04935552689258,7.12926982179799,-2.70207532091776
72,-0.019034931,1.1656979,-0.19265318,148.01661210450203,7.404583833228067,-2.697247084605492
73,-0.01971084,1.1656986,-0.19279425,148.02552953030423,7.697173731380212,-2.583926664873361
74,-0.020289892,1.1659013,-0.19299942,148.120534565278,7.993836428315276,-2.375364511112434
75,-0.020929022,1.166237,-0.1930365,148.21529931954078,8.340955599768368,-2.1591441149697035
76,-0.021596221,1.1663177,-0.19277957,148.2436416066566,8.659217216230829,-2.0256776831595777
77,-0.022157224,1.1663953,-0.1926634,148.29258062841504,8.865795344203695,-1.956412550036161
78,-0.022568911,1.1664295,-0.19276735,148.33699300944474,8.943525599332972,-1.9168800823735157
79,-0.022831595,1.1662445,-0.1928534,148.29248432687294,8.961839326924657,-1.8609297831613583
80,-0.023097178,1.1659874,-0.19291364,148.20965475217054,9.002018690876401,-1.8122028548030584
81,-0.0235026,1.1658156,-0.1929358,148.13736197051367,9.09119788752364,-1.8232524185392132
