frame,pos_x,pos_y,pos_z,roll,pitch,yaw
0,-0.021963935,1.1713477,-0.17447706,152.09875815559704,7.065078602453565,-2.9541830995741933
1,-0.021963935,1.1713477,-0.17447706,152.09875815559704,7.065078602453565,-2.9541830995741933
2,-0.021850295,1.171356,-0.1745019,152.0972834194374,7.0432728109666565,-2.9468609773199734
3,-0.021714978,1.1714203,-0.17457168,152.11672872610455,7.002020406341809,-2.9489476960823597
4,-0.021637628,1.1714853,-0.17465594,152.14520219148153,6.978967963326654,-2.9603812977478037
5,-0.021639196,1.1714813,-0.17469817,152.1574296228914,6.998363801616761,-2.972152260624794
6,-0.021694118,1.1714226,-0.17472613,152.15683297504253,7.048714348634871,-2.9952979521639738
7,-0.02176357,1.1713235,-0.17474574,152.1318502687958,7.090464539646539,-3.0351663276320133
8,-0.021789903,1.1712037,-0.17476436,152.09493886872397,7.108365495201971,-3.067246685366241
9,-0.021805814,1.1710848,-0.17479075,152.06163868749587,7.112113026572986,-3.0830332939816665
10,-0.021924892,1.1709675,-0.1747909,152.03132652381834,7.136363911626851,-3.096038897271198
11,-0.022210265,1.170905,-0.1747816,152.0194784175848,7.2083866537854835,-3.104092361572029
12,-0.022634197,1.1708728,-0.1747832,152.02043289903864,7.313940487471578,-3.107352767858758
13,-0.023158474,1.1708264,-0.17479996,152.01594925904467,7.450656218439204,-3.0914415814811407
14,-0.02372362,1.1707203,-0.1748457,151.99677818797218,7.5804113874154995,-3.0710312528134294
15,-0.024289852,1.1705351,-0.17489196,151.94893724041125,7.688032259341637,-3.056594683641686
16,-0.024888242,1.1703502,-0.17496274,151.87627980120732,7.767208363958013,-3.0701277543724257
17,-0.025459718,1.1701847,-0.17510489,151.8284738677507,7.8301198085281785,-3.045645006293282
18,-0.026050959,1.1699908,-0.17525823,151.79305948128726,7.899000702820585,-3.011726543604576
19,-0.026755136,1.1697673,-0.17534903,151.73171692643098,7.994379139097245,-3.0211741249219353
20,-0.027396824,1.1695942,-0.17555082,151.70446659045163,8.101738322776017,-2.99023015756698
21,-0.027811196,1.1693441,-0.17580393,151.6475318109639,8.13992057797091,-2.9220167960510226
22,-0.028081864,1.1690187,-0.17609112,151.56478164206854,8.100310640281569,-2.871109103179937
23,-0.02834094,1.1687168,-0.17639402,151.4666248854836,8.021191183312974,-2.8613536032172395
24,-0.028671084,1.1685342,-0.17673956,151.39544775364686,7.9657967288122284,-2.8527204068140173
25,-0.029126147,1.1684299,-0.17706668,151.34426844020118,7.986127424220593,-2.819406902885553
26,-0.029740043,1.1683183,-0.17730336,151.2912894776598,8.091183209055316,-2.7909442635967228
27,-0.030388765,1.168168,-0.1774272,151.2191922902335,8.2149974062996,-2.778765943423147
28,-0.030952921,1.1680174,-0.17744417,151.15521296469828,8.28398003514904,-2.777737670486118
29,-0.031467337,1.167928,-0.17743613,151.12955118404523,8.297717319007292,-2.774126050508109
30,-0.03200409,1.1678522,-0.17736506,151.11542260611526,8.291996100871556,-2.7537101480196258
31,-0.03264106,1.167749,-0.17718741,151.08854299278565,8.29944848304281,-2.72496780618375
32,-0.033390544,1.1676475,-0.17696169,151.07420318252437,8.371677842333831,-2.6531209006124246
33,-0.03417409,1.1675725,-0.1767312,151.0738038547682,8.509186772688183,-2.5349685216918894
34,-0.034799386,1.1674377,-0.17642216,151.05504014179894,8.677602507493773,-2.369783358855954
35,-0.03517962,1.1673276,-0.17607749,151.01642493020213,8.810031030316532,-2.2270994773877146
36,-0.035366952,1.1673434,-0.17576566,150.9989396245999,8.892746221377,-2.1685154163944893
37,-0.035318222,1.1673963,-0.17541975,150.99201497260646,8.9351823912842,-2.161312113345468
38,-0.035113566,1.1674718,-0.17503586,150.9893624434129,8.932668172432303,-2.221143447997073
39,-0.0347624,1.1676025,-0.17468065,151.01393560515552,8.923771606464063,-2.288994957603301
40,-0.034353778,1.1677752,-0.17433783,151.03913524650147,8.931293772326933,-2.3866774231687233
41,-0.03390344,1.167921,-0.1739724,151.043148838851,8.929098515834063,-2.5171223263207785
42,-0.033322163,1.1680425,-0.17363693,151.0483930073259,8.892711600533163,-2.6248015340315214
43,-0.03259305,1.1681868,-0.17339127,151.07024174998168,8.791764169315012,-2.711368663159975
44,-0.03173227,1.1683885,-0.1732997,151.13202271523915,8.635756033515282,-2.764528796879258
45,-0.030862693,1.168566,-0.17330809,151.18949507379486,8.456381043438704,-2.8175256131414157
46,-0.030086203,1.168691,-0.17340115,151.21976295696604,8.28911192047511,-2.8865023579975064
47,-0.029478261,1.16874,-0.17355247,151.21272296126642,8.158669003833719,-2.967838965444391
48,-0.029129274,1.1687306,-0.17373061,151.1812847580513,8.079240219012071,-3.0674369205291265
49,-0.029016377,1.1686509,-0.17388631,151.12874340147877,8.071211064781053,-3.1445769485020127
50,-0.029032154,1.1685729,-0.17407426,151.08412400103853,8.13463082885371,-3.1539355050875484
51,-0.029065827,1.1685243,-0.17438881,151.06252342189651,8.19612951426676,-3.1470806991960307
52,-0.028973844,1.1683985,-0.1747929,151.0244617646528,8.17424009031658,-3.165618621120837
53,-0.028738454,1.16805,-0.17513107,150.91642611150965,8.098458705558604,-3.179373032466817
54,-0.02842894,1.1675432,-0.17530896,150.7543371271265,8.080170175008142,-3.1481502044825755
55,-0.028189285,1.1671065,-0.17531817,150.58479613128952,8.127469197015817,-3.1642099531671337
56,-0.027868059,1.1668473,-0.17524974,150.4770829241641,8.21189509995847,-3.16726365960844
57,-0.027382024,1.1667653,-0.17517677,150.449739191868,8.25731725788357,-3.1685228345219922
58,-0.026661504,1.1668036,-0.17511289,150.47239870180286,8.26931885410092,-3.12824531787348
59,-0.025812233,1.1669424,-0.17512734,150.51545960511882,8.25171786834956,-3.105416284522589
60,-0.02497401,1.1670923,-0.17522134,150.54219402517097,8.219289188244435,-3.1436731966212568
61,-0.024204696,1.1671087,-0.1753428,150.51348645503458,8.18426774759606,-3.2313509761392383
62,-0.023677807,1.1669043,-0.17540237,150.38206867421698,8.1416069463626,-3.4130740617447404
63,-0.023414247,1.1664861,-0.17534931,150.173828917288,8.121439190386344,-3.6063709942913174
64,-0.023300271,1.166021,-0.17526062,149.98932521628407,8.16437522850387,-3.704996869030597
65,-0.023281949,1.1657577,-0.17530587,149.91950022212876,8.247341812687116,-3.723174344834368
66,-0.02333234,1.1656995,-0.17548025,149.9225882011223,8.306684566715555,-3.7500146793607807
67,-0.023286995,1.1657176,-0.17570578,149.92889112666376,8.298528525178137,-3.79043428566277
68,-0.023076808,1.1657752,-0.17603597,149.945102784633,8.191459250539193,-3.8325880836714576
69,-0.022765946,1.1658373,-0.17646915,149.97202733070117,7.985806767240377,-3.8751554079598667
70,-0.022464527,1.1658732,-0.17694204,150.00104266002828,7.746914280047306,-3.901144322605843
71,-0.022335097,1.1658852,-0.17737567,150.02985273119924,7.571102556267837,-3.8981805227680826
72,-0.022466933,1.1658329,-0.17769009,150.03708893724456,7.518672605838144,-3.874071999212732
73,-0.022881255,1.1657368,-0.17786674,150.01191107525744,7.556168352587311,-3.8743587190715516
74,-0.023393732,1.165551,-0.1779139,149.9561550614386,7.650891182217814,-3.828141233304392
75,-0.02391591,1.1652948,-0.17785461,149.88961621110968,7.743402008392587,-3.7576735878678553
76,-0.024389464,1.1650429,-0.17772998,149.82513835771485,7.793170596882854,-3.6800600924118005
77,-0.024748288,1.1648669,-0.17755711,149.7824343192851,7.812665073711862,-3.572018422504295
78,-0.02503965,1.1648737,-0.17740875,149.80021395441256,7.818038123753703,-3.4709271848382808
79,-0.025303103,1.1651152,-0.17735833,149.88475152972362,7.819696388473042,-3.400398023418285
80,-0.025583684,1.1654247,-0.17733209,149.97772016302514,7.823883146352073,-3.3731879395242377
81,-0.02583322,1.165668,-0.17729674,150.04840355256107,7.846721995792289,-3.344997395903764
82,-0.02601782,1.1658195,-0.17724268,150.09461465514215,7.888433442596771,-3.309319384803367
83,-0.026155822,1.1659273,-0.17720649,150.12807649703979,7.926699695423883,-3.3011752276190425
84,-0.026214153,1.1660197,-0.1772181,150.15741669992155,7.936280502661185,-3.3153540534616486
85,-0.026130293,1.1660477,-0.17722644,150.1708093037104,7.911434867277391,-3.3296614214321893
86,-0.025982447,1.1660497,-0.1772262,150.17631820716633,7.876335816061509,-3.3416005939732805
87,-0.025905678,1.1660728,-0.17721269,150.17869835096826,7.8554815363240875,-3.3761377557531222
88,-0.025846902,1.1661422,-0.17720747,150.1960089613619,7.858432243609882,-3.384720695950368
89,-0.02577309,1.1662351,-0.17723384,150.24644016096585,7.89178185662467,-3.3533414154621943
90,-0.025725674,1.1663172,-0.17723928,150.2873231947626,7.916131359342883,-3.355020026887758
91,-0.025687467,1.1663713,-0.17717837,150.30114087382105,7.918430759771212,-3.376613917289372
92,-0.025557468,1.1663978,-0.1770877,150.3101620248729,7.907090408116575,-3.366205659965911
93,-0.02538942,1.1663857,-0.17692167,150.3054013936698,7.884264164991715,-3.362656478933955
94,-0.025139267,1.1664009,-0.17674895,150.3233382490201,7.841468017280754,-3.352301378091475
95,-0.024818027,1.1664461,-0.17652155,150.35255133643255,7.786363612982204,-3.3444227733009946
96,-0.02449076,1.1665508,-0.17621954,150.3870439851287,7.743949198447777,-3.36000169000607
97,-0.024186179,1.1667871,-0.17592084,150.45982411790004,7.695273106146143,-3.41259844058295
98,-0.02392919,1.1670394,-0.17558897,150.52800922755407,7.616692289200403,-3.5020132180817227
99,-0.023691256,1.1672686,-0.1752424,150.59011233770227,7.567060194622953,-3.5388906060958982
100,-0.023483967,1.167444,-0.17484927,150.6330690910637,7.563979420847468,-3.547510460359232
101,-0.023436412,1.1676838,-0.17455085,150.67932230555803,7.574823415542738,-3.6378518372362922
102,-0.023367152,1.1680372,-0.17451404,150.7665413857688,7.567649567170191,-3.7185088039804866
103,-0.023152467,1.1683317,-0.17466725,150.8509011370608,7.4958066966887715,-3.755087106957648
104,-0.022967061,1.1683683,-0.17478545,150.85233612550823,7.368946400667111,-3.804596970788719
105,-0.022906905,1.1682519,-0.17486589,150.81384804359766,7.269149361096718,-3.824629326504319
106,-0.023013467,1.1680988,-0.1748942,150.76259632418973,7.244747144681218,-3.799496760599587
