frame,pos_x,pos_y,pos_z,roll,pitch,yaw
0,-0.017146721,1.1404889,-0.46324936,156.32840312919262,11.699052950449788,-0.8573828453373793
1,-0.017146721,1.1404889,-0.46324936,156.32840312919262,11.699052950449788,-0.8573828453373793
2,-0.017299604,1.1398393,-0.46338975,156.14090382922993,11.600827378205347,-0.8176018170366925
3,-0.017576028,1.1392138,-0.4635773,155.9480514860496,11.562339139156881,-0.7696302589000803
4,-0.017947692,1.1385581,-0.4638219,155.70937942957224,11.576726197746456,-0.7549199950014713
5,-0.018350573,1.1378422,-0.4641849,155.42754268118952,11.602493755344883,-0.7741601856864964
6,-0.01868725,1.1370635,-0.4647566,155.10945104158918,11.593505921569404,-0.7917987442862948
7,-0.018890401,1.136116,-0.4655193,154.73031020443094,11.534043145109159,-0.7817881460662599
8,-0.018960208,1.134851,-0.46641713,154.24887296620525,11.404598079840845,-0.8002111731687304
9,-0.018819414,1.1331772,-0.46743897,153.60209227957162,11.154000491640609,-0.845462156906857
10,-0.018229423,1.1307688,-0.4684952,152.66031570585866,10.722292444594764,-0.8514548968328064
11,-0.016995333,1.1273187,-0.46945497,151.31930519681154,10.07808960877357,-0.7650722294648532
12,-0.015176147,1.122913,-0.47026655,149.61137383109025,9.243389464570953,-0.5512990565292964
13,-0.013132343,1.1181214,-0.47101492,147.74568690118215,8.293643546490078,-0.30036425772431086
14,-0.011002546,1.1134795,-0.47177988,145.9807109925432,7.271340662068842,-0.09384220143080811
15,-0.008978689,1.1096375,-0.4726507,144.54457795433055,6.257827751839719,0.07199242696169035
16,-0.0072302422,1.1068962,-0.47371408,143.54094866524102,5.353145137012918,0.17501881624220714
17,-0.005878957,1.1051452,-0.47482157,142.89120679715882,4.609354796694619,0.1960516486658921
18,-0.0049189646,1.104003,-0.47568506,142.44543360728107,4.086069261624162,0.2176462032946345
19,-0.0043916986,1.1032908,-0.47625536,142.1477562632599,3.778329758829219,0.22203291211984635
20,-0.0042743348,1.1029565,-0.47667238,141.99969168775388,3.6638367444731634,0.20263835710199168
21,-0.004563989,1.1028739,-0.4768881,141.93890995958756,3.700227839490799,0.17513675898062878
22,-0.005111198,1.1027122,-0.47683907,141.8462054447488,3.831140081377336,0.19781864502141122
23,-0.0059738685,1.1023613,-0.47654185,141.67927347202118,4.0133332432699955,0.23778646637601406
24,-0.0074147643,1.1018286,-0.47592077,141.40897837745086,4.245450174789992,0.21989584104761456
25,-0.009491323,1.1013224,-0.47520304,141.14547697695917,4.608202924133071,0.2211143833171698
26,-0.012201346,1.1006976,-0.474313,140.82100885630004,5.1068571387554025,0.18357888206384232
27,-0.015515646,1.0997409,-0.47284797,140.29370339333278,5.697743064038505,0.08619193221376746
28,-0.01895613,1.0987647,-0.4712877,139.8474472491358,6.516082206701531,0.2213876492054071
29,-0.022639096,1.0984913,-0.47052392,139.82074608443122,7.58302168019986,0.49205850826158465
30,-0.026349507,1.0984293,-0.47000995,139.89691118472084,8.751951018010802,0.7611982338402912
31,-0.029862233,1.0983595,-0.46956402,139.90482500357942,9.78794900708589,0.8823339786693059
32,-0.033027854,1.09826,-0.46938947,139.86454001385775,10.618432224043637,0.9773840863611454
