frame,leftArm_x,leftArm_y,leftArm_z,leftForearm_x,leftForearm_y,leftForearm_z,leftHand_x,leftHand_y,leftHand_z,leftIndexFingerIntermediateBase_x,leftIndexFingerIntermediateBase_y,leftIndexFingerIntermediateBase_z,leftIndexFingerIntermediateTip_x,leftIndexFingerIntermediateTip_y,leftIndexFingerIntermediateTip_z,leftIndexFingerKnuckle_x,leftIndexFingerKnuckle_y,leftIndexFingerKnuckle_z,leftIndexFingerMetacarpal_x,leftIndexFingerMetacarpal_y,leftIndexFingerMetacarpal_z,leftIndexFingerTip_x,leftIndexFingerTip_y,leftIndexFingerTip_z,leftLittleFingerIntermediateBase_x,leftLittleFingerIntermediateBase_y,leftLittleFingerIntermediateBase_z,leftLittleFingerIntermediateTip_x,leftLittleFingerIntermediateTip_y,leftLittleFingerIntermediateTip_z,leftLittleFingerKnuckle_x,leftLittleFingerKnuckle_y,leftLittleFingerKnuckle_z,leftLittleFingerMetacarpal_x,leftLittleFingerMetacarpal_y,leftLittleFingerMetacarpal_z,leftLittleFingerTip_x,leftLittleFingerTip_y,leftLittleFingerTip_z,leftMiddleFingerIntermediateBase_x,leftMiddleFingerIntermediateBase_y,leftMiddleFingerIntermediateBase_z,leftMiddleFingerIntermediateTip_x,leftMiddleFingerIntermediateTip_y,leftMiddleFingerIntermediateTip_z,leftMiddleFingerKnuckle_x,leftMiddleFingerKnuckle_y,leftMiddleFingerKnuckle_z,leftMiddleFingerMetacarpal_x,leftMiddleFingerMetacarpal_y,leftMiddleFingerMetacarpal_z,leftMiddleFingerTip_x,leftMiddleFingerTip_y,leftMiddleFingerTip_z,leftRingFingerIntermediateBase_x,leftRingFingerIntermediateBase_y,leftRingFingerIntermediateBase_z,leftRingFingerIntermediateTip_x,leftRingFingerIntermediateTip_y,leftRingFingerIntermediateTip_z,leftRingFingerKnuckle_x,leftRingFingerKnuckle_y,leftRingFingerKnuckle_z,leftRingFingerMetacarpal_x,leftRingFingerMetacarpal_y,leftRingFingerMetacarpal_z,leftRingFingerTip_x,leftRingFingerTip_y,leftRingFingerTip_z,leftShoulder_x,leftShoulder_y,leftShoulder_z,leftThumbIntermediateBase_x,leftThumbIntermediateBase_y,leftThumbIntermediateBase_z,leftThumbIntermediateTip_x,leftThumbIntermediateTip_y,leftThumbIntermediateTip_z,leftThumbKnuckle_x,leftThumbKnuckle_y,leftThumbKnuckle_z,leftThumbTip_x,leftThumbTip_y,leftThumbTip_z,rightArm_x,rightArm_y,rightArm_z,rightForearm_x,rightForearm_y,rightForearm_z,rightHand_x,rightHand_y,rightHand_z,rightIndexFingerIntermediateBase_x,rightIndexFingerIntermediateBase_y,rightIndexFingerIntermediateBase_z,rightIndexFingerIntermediateTip_x,rightIndexFingerIntermediateTip_y,rightIndexFingerIntermediateTip_z,rightIndexFingerKnuckle_x,rightIndexFingerKnuckle_y,rightIndexFingerKnuckle_z,rightIndexFingerMetacarpal_x,rightIndexFingerMetacarpal_y,rightIndexFingerMetacarpal_z,rightIndexFingerTip_x,rightIndexFingerTip_y,rightIndexFingerTip_z,rightLittleFingerIntermediateBase_x,rightLittleFingerIntermediateBase_y,rightLittleFingerIntermediateBase_z,rightLittleFingerIntermediateTip_x,rightLittleFingerIntermediateTip_y,rightLittleFingerIntermediateTip_z,rightLittleFingerKnuckle_x,rightLittleFingerKnuckle_y,rightLittleFingerKnuckle_z,rightLittleFingerMetacarpal_x,rightLittleFingerMetacarpal_y,rightLittleFingerMetacarpal_z,rightLittleFingerTip_x,rightLittleFingerTip_y,rightLittleFingerTip_z,rightMiddleFingerIntermediateBase_x,rightMiddleFingerIntermediateBase_y,rightMiddleFingerIntermediateBase_z,rightMiddleFingerIntermediateTip_x,rightMiddleFingerIntermediateTip_y,rightMiddleFingerIntermediateTip_z,rightMiddleFingerKnuckle_x,rightMiddleFingerKnuckle_y,rightMiddleFingerKnuckle_z,rightMiddleFingerMetacarpal_x,rightMiddleFingerMetacarpal_y,rightMiddleFingerMetacarpal_z,rightMiddleFingerTip_x,rightMiddleFingerTip_y,rightMiddleFingerTip_z,rightRingFingerIntermediateBase_x,rightRingFingerIntermediateBase_y,rightRingFingerIntermediateBase_z,rightRingFingerIntermediateTip_x,rightRingFingerIntermediateTip_y,rightRingFingerIntermediateTip_z,rightRingFingerKnuckle_x,rightRingFingerKnuckle_y,rightRingFingerKnuckle_z,rightRingFingerMetacarpal_x,rightRingFingerMetacarpal_y,rightRingFingerMetacarpal_z,rightRingFingerTip_x,rightRingFingerTip_y,rightRingFingerTip_z,rightShoulder_x,rightShoulder_y,rightShoulder_z,rightThumbIntermediateBase_x,rightThumbIntermediateBase_y,rightThumbIntermediateBase_z,rightThumbIntermediateTip_x,rightThumbIntermediateTip_y,rightThumbIntermediateTip_z,rightThumbKnuckle_x,rightThumbKnuckle_y,rightThumbKnuckle_z,rightThumbTip_x,rightThumbTip_y,rightThumbTip_z
0,-0.1972527,1.3339478,-0.03335148,-0.35423836,1.183786,-0.24736425,-0.17003064,1.3271616,-0.37291315,-0.08352743,1.3599344,-0.46049273,-0.061600085,1.3588233,-0.45385754,-0.118616715,1.3615174,-0.4382747,-0.15820612,1.3487478,-0.38985074,-0.044438154,1.3579432,-0.44158685,-0.09450759,1.3044668,-0.4512143,-0.07787791,1.3036009,-0.45472628,-0.119569175,1.306561,-0.43212578,-0.150043,1.3088342,-0.3948393,-0.059213102,1.3027761,-0.45583302,-0.08105929,1.3406287,-0.46878242,-0.054897122,1.3415253,-0.4611898,-0.11774056,1.3426307,-0.43940523,-0.15570071,1.3378183,-0.39297357,-0.037135605,1.3429246,-0.44866356,-0.08777129,1.3220598,-0.46741703,-0.06263251,1.3208694,-0.46702728,-0.116463125,1.3242294,-0.438561,-0.15240689,1.3252563,-0.39465177,-0.04206265,1.3199922,-0.46234158,-0.052186575,1.3958004,-0.054987058,-0.1035268,1.3579766,-0.3919148,-0.07493589,1.3550266,-0.40075442,-0.15085465,1.3511492,-0.3822267,-0.049095273,1.3524283,-0.4091867,0.15076898,1.3471347,0.029531632,0.37150013,1.1971661,-0.11805454,0.23906821,1.318382,-0.31304172,0.19423686,1.3545558,-0.42699796,0.17380612,1.3489077,-0.43575883,0.21063262,1.3576237,-0.38893002,0.23020352,1.3409508,-0.3304984,0.15359999,1.3429939,-0.43737563,0.20740145,1.3007034,-0.4181792,0.19270284,1.2973478,-0.42607355,0.22175963,1.3029009,-0.39014614,0.23405303,1.3022232,-0.34353587,0.1751643,1.2931284,-0.43106115,0.19636285,1.3336465,-0.43589473,0.17010069,1.327813,-0.44027418,0.21469474,1.3388394,-0.3928887,0.23170477,1.3306755,-0.3357569,0.14907026,1.3235581,-0.43653893,0.20359786,1.3201638,-0.4333167,0.18011473,1.3144104,-0.44031456,0.21753031,1.3204389,-0.395023,0.23231296,1.3183969,-0.34026596,0.15976273,1.3088536,-0.4411867,0.018270984,1.3984202,-0.042253632,0.17979005,1.3508419,-0.35194287,0.15763065,1.3514651,-0.37226167,0.22011666,1.3405092,-0.32649893,0.13935477,1.3461527,-0.3918413
1,-0.1972527,1.3339478,-0.03335148,-0.35423836,1.183786,-0.24736425,-0.17003064,1.3271616,-0.37291315,-0.08352743,1.3599344,-0.46049273,-0.061600085,1.3588233,-0.45385754,-0.118616715,1.3615174,-0.4382747,-0.15820612,1.3487478,-0.38985074,-0.044438154,1.3579432,-0.44158685,-0.09450759,1.3044668,-0.4512143,-0.07787791,1.3036009,-0.45472628,-0.119569175,1.306561,-0.43212578,-0.150043,1.3088342,-0.3948393,-0.059213102,1.3027761,-0.45583302,-0.08105929,1.3406287,-0.46878242,-0.054897122,1.3415253,-0.4611898,-0.11774056,1.3426307,-0.43940523,-0.15570071,1.3378183,-0.39297357,-0.037135605,1.3429246,-0.44866356,-0.08777129,1.3220598,-0.46741703,-0.06263251,1.3208694,-0.46702728,-0.116463125,1.3242294,-0.438561,-0.15240689,1.3252563,-0.39465177,-0.04206265,1.3199922,-0.46234158,-0.052186575,1.3958004,-0.054987058,-0.1035268,1.3579766,-0.3919148,-0.07493589,1.3550266,-0.40075442,-0.15085465,1.3511492,-0.3822267,-0.049095273,1.3524283,-0.4091867,0.15076898,1.3471347,0.029531632,0.37150013,1.1971661,-0.11805454,0.23906821,1.318382,-0.31304172,0.19423686,1.3545558,-0.42699796,0.17380612,1.3489077,-0.43575883,0.21063262,1.3576237,-0.38893002,0.23020352,1.3409508,-0.3304984,0.15359999,1.3429939,-0.43737563,0.20740145,1.3007034,-0.4181792,0.19270284,1.2973478,-0.42607355,0.22175963,1.3029009,-0.39014614,0.23405303,1.3022232,-0.34353587,0.1751643,1.2931284,-0.43106115,0.19636285,1.3336465,-0.43589473,0.17010069,1.327813,-0.44027418,0.21469474,1.3388394,-0.3928887,0.23170477,1.3306755,-0.3357569,0.14907026,1.3235581,-0.43653893,0.20359786,1.3201638,-0.4333167,0.18011473,1.3144104,-0.44031456,0.21753031,1.3204389,-0.395023,0.23231296,1.3183969,-0.34026596,0.15976273,1.3088536,-0.4411867,0.018270984,1.3984202,-0.042253632,0.17979005,1.3508419,-0.35194287,0.15763065,1.3514651,-0.37226167,0.22011666,1.3405092,-0.32649893,0.13935477,1.3461527,-0.3918413
2,-0.19728714,1.3340055,-0.033191156,-0.35418046,1.1838195,-0.24725461,-0.1699786,1.3271179,-0.37290004,-0.08454637,1.3603592,-0.4620122,-0.06220287,1.359474,-0.45690793,-0.11865475,1.3615489,-0.43829286,-0.1581916,1.348722,-0.38984117,-0.044027176,1.3587389,-0.44618505,-0.09444674,1.3045629,-0.4512089,-0.07780501,1.3037379,-0.45467338,-0.11954562,1.3065854,-0.43216166,-0.14999098,1.3088183,-0.3948495,-0.059134573,1.3029562,-0.45571432,-0.08150776,1.340252,-0.46930584,-0.05523613,1.3410863,-0.4620936,-0.117760025,1.3426598,-0.4394308,-0.15567748,1.3377959,-0.39296964,-0.037263244,1.3425013,-0.44987437,-0.0877118,1.3221673,-0.46739617,-0.062572435,1.3210205,-0.4669219,-0.11646382,1.3242556,-0.43859407,-0.15237196,1.325238,-0.39465472,-0.042020388,1.3201745,-0.46215305,-0.052195366,1.3957751,-0.054891337,-0.1035201,1.3579923,-0.3919436,-0.074933775,1.3550664,-0.400806,-0.15083599,1.3511286,-0.38222283,-0.049214143,1.3518035,-0.40937603,0.15071686,1.3472064,0.029786998,0.37147558,1.1973776,-0.11789986,0.23906979,1.3184049,-0.31302193,0.19416359,1.3546077,-0.42693287,0.17372179,1.3489525,-0.4356633,0.21061453,1.357674,-0.3888886,0.23019761,1.3409796,-0.33046716,0.15351722,1.343029,-0.43726438,0.2073396,1.3007771,-0.41813818,0.19262123,1.2974259,-0.4259975,0.2217484,1.3029538,-0.39012945,0.2340489,1.3022578,-0.34352136,0.17506781,1.2932081,-0.43093383,0.19630928,1.3337153,-0.43584764,0.17004415,1.3278776,-0.44020385,0.21467893,1.3388927,-0.39285588,0.23169886,1.3307066,-0.3357302,0.14901762,1.3236141,-0.43645635,0.20345752,1.320214,-0.43324584,0.17995249,1.3144466,-0.44015798,0.21751702,1.3204917,-0.39499858,0.23230754,1.31843,-0.3402444,0.15960093,1.3088765,-0.44095328,0.01825859,1.3983978,-0.042138584,0.17979002,1.3508748,-0.351914,0.15763518,1.3515003,-0.37223768,0.22011185,1.340535,-0.32646528,0.1393656,1.3461889,-0.39182347
3,-0.1973432,1.3341019,-0.032960422,-0.3541417,1.1839123,-0.24709077,-0.16993108,1.3270723,-0.37288105,-0.08519185,1.3604507,-0.462908,-0.06271151,1.3596345,-0.45843166,-0.11867776,1.3615351,-0.4383129,-0.15817186,1.3486829,-0.38983297,-0.04423331,1.3589442,-0.44823572,-0.09438454,1.3046091,-0.4511748,-0.07772992,1.3038226,-0.45458588,-0.11952509,1.3065671,-0.43217582,-0.14994651,1.3087847,-0.39484328,-0.059053868,1.3030826,-0.45555404,-0.08156075,1.3402277,-0.4693766,-0.05527936,1.341069,-0.46220085,-0.11776995,1.3426423,-0.43944994,-0.15565225,1.3377583,-0.39296216,-0.037287034,1.3424914,-0.45001116,-0.087643154,1.322209,-0.46735337,-0.062504135,1.3210993,-0.46678227,-0.116460815,1.3242351,-0.43861252,-0.15233903,1.3252026,-0.3946484,-0.041973162,1.3202807,-0.4619188,-0.052211262,1.3957505,-0.0547363,-0.10350546,1.3579832,-0.39196774,-0.07492272,1.3550706,-0.40084606,-0.15081236,1.3510956,-0.3822203,-0.049218297,1.3516804,-0.40941232,0.15068148,1.3473402,0.030098662,0.37148127,1.1976658,-0.11768342,0.23908691,1.3184154,-0.31298524,0.19409843,1.3546071,-0.42686293,0.1736455,1.3489397,-0.43555936,0.2106063,1.3576838,-0.38884416,0.23020549,1.340988,-0.3304285,0.15344287,1.3430041,-0.43714008,0.20729995,1.3007972,-0.41807434,0.19256246,1.2974446,-0.42589718,0.22175859,1.3029652,-0.39009058,0.23406586,1.3022677,-0.3434843,0.1749949,1.2932237,-0.43078023,0.19627194,1.3337249,-0.4357903,0.17000559,1.3278764,-0.44012466,0.21467729,1.3389037,-0.39281398,0.23170887,1.3307157,-0.33569202,0.14898305,1.3236018,-0.43636754,0.20334046,1.3202055,-0.43316078,0.17981608,1.3144172,-0.43998924,0.21752195,1.3205013,-0.3949587,0.23232035,1.3184392,-0.34020668,0.15946642,1.30883,-0.44070956,0.018239545,1.3983771,-0.041966803,0.17980036,1.35087,-0.35188058,0.15764883,1.3514872,-0.37220815,0.22012047,1.3405404,-0.32642505,0.13938458,1.3461686,-0.39179698
4,-0.19735667,1.3341488,-0.03281895,-0.35412192,1.1839906,-0.24699567,-0.16989672,1.3270706,-0.3728555,-0.085287705,1.3605546,-0.46307313,-0.06277806,1.3597772,-0.4587395,-0.118650265,1.3615099,-0.43830565,-0.15813117,1.3486756,-0.38981023,-0.04423219,1.3591022,-0.4486662,-0.094343476,1.3046161,-0.45111823,-0.07767649,1.3038479,-0.45447254,-0.119526386,1.306537,-0.43217167,-0.14993192,1.3087729,-0.39482725,-0.058996025,1.3031243,-0.45536494,-0.08157183,1.3401656,-0.46940225,-0.05528253,1.3409867,-0.46225315,-0.117753424,1.3426114,-0.43944475,-0.15561941,1.3377498,-0.3929414,-0.037274588,1.3423966,-0.45008507,-0.08757338,1.3222033,-0.46728763,-0.06243656,1.3210982,-0.46661937,-0.11645475,1.3241998,-0.4386087,-0.15231444,1.3251922,-0.39463,-0.041927893,1.3202788,-0.46166283,-0.052204996,1.3957226,-0.054674357,-0.10345773,1.3579466,-0.3919523,-0.074876375,1.3550203,-0.40083066,-0.15076722,1.3510832,-0.38220027,-0.049174093,1.3513976,-0.4093077,0.15065865,1.347411,0.03028613,0.37148905,1.1978625,-0.11757761,0.2390685,1.3184636,-0.31295344,0.19398262,1.3547001,-0.42677486,0.17351578,1.3490282,-0.43543562,0.21055396,1.3577664,-0.38878283,0.23017773,1.3410428,-0.3303834,0.15331349,1.3430854,-0.43699303,0.20720251,1.3009052,-0.41801727,0.19244386,1.2975577,-0.4258023,0.22171482,1.303049,-0.39005947,0.23403831,1.3023287,-0.34345785,0.17486052,1.2933394,-0.43063045,0.19617707,1.3338323,-0.43572333,0.16990708,1.3279811,-0.44003183,0.21462719,1.3389887,-0.39276353,0.23168051,1.330773,-0.33565205,0.14888906,1.3236984,-0.4362585,0.20316665,1.3202939,-0.43307322,0.17962085,1.3144935,-0.439817,0.2174748,1.3205857,-0.3949184,0.23229192,1.3184986,-0.3401724,0.15927196,1.3088942,-0.44045994,0.018243898,1.398354,-0.041895457,0.17977166,1.3509352,-0.3518225,0.15761787,1.3515579,-0.37214747,0.22009426,1.3405921,-0.32637644,0.13935539,1.346239,-0.39173782
5,-0.19735062,1.334176,-0.03270762,-0.35415405,1.1841328,-0.24693704,-0.16985488,1.327111,-0.37280434,-0.08542057,1.3602679,-0.4632841,-0.06287812,1.3594061,-0.45914108,-0.11858157,1.3615018,-0.43825954,-0.15806329,1.3487052,-0.38975483,-0.0442473,1.3586941,-0.44922838,-0.094315186,1.3046229,-0.45104465,-0.077637255,1.3038548,-0.45434412,-0.11953502,1.3065271,-0.43214554,-0.14992502,1.3087924,-0.39479026,-0.058953486,1.303127,-0.45516077,-0.08156459,1.3400933,-0.46939987,-0.05526503,1.3408678,-0.46228343,-0.117712595,1.3425976,-0.43940672,-0.15556885,1.3377769,-0.39289114,-0.03723705,1.3422455,-0.45014134,-0.08750206,1.3221954,-0.46719944,-0.06236887,1.3210692,-0.46643668,-0.116440535,1.3241827,-0.4385775,-0.15228312,1.3252151,-0.39458582,-0.04188312,1.3202267,-0.46139005,-0.052186213,1.3956987,-0.05462278,-0.10337388,1.3578938,-0.39189938,-0.074796066,1.3549323,-0.4007774,-0.15069309,1.3510989,-0.38214654,-0.049096294,1.3512784,-0.40924865,0.15065913,1.3474611,0.030423524,0.3715738,1.198084,-0.11748741,0.23907812,1.31854,-0.31290168,0.19390479,1.3547635,-0.42669111,0.1734288,1.3490772,-0.43532068,0.21053205,1.3578364,-0.38872406,0.23017272,1.341115,-0.3303297,0.15322977,1.343119,-0.43686184,0.2071762,1.3009868,-0.4179452,0.19240136,1.2976338,-0.4256971,0.22172736,1.3031241,-0.39000708,0.23405534,1.3024039,-0.34340662,0.17480667,1.2934067,-0.43047607,0.19613226,1.3339068,-0.43565255,0.16986184,1.3280402,-0.43993732,0.21461718,1.3390611,-0.39270747,0.23168121,1.3308463,-0.33559906,0.14884935,1.3237416,-0.43615136,0.20305446,1.3203517,-0.43297634,0.17949156,1.3145267,-0.4396386,0.21747683,1.3206583,-0.39486465,0.23229958,1.3185725,-0.34012014,0.1591463,1.3089061,-0.4402081,0.018261544,1.3983346,-0.041838534,0.17976497,1.3509885,-0.35176978,0.15761271,1.3515996,-0.37209675,0.2200898,1.3406581,-0.32632205,0.1393595,1.3462626,-0.39169082
6,-0.19732797,1.3341732,-0.032677036,-0.3541555,1.1842098,-0.24694459,-0.16978371,1.3270919,-0.3728146,-0.08534914,1.3602037,-0.4633145,-0.062800914,1.3593274,-0.45920613,-0.11849397,1.361462,-0.43826973,-0.1579812,1.3486797,-0.3897658,-0.044152677,1.3586044,-0.44932702,-0.094214864,1.3046006,-0.45100433,-0.07752487,1.3038374,-0.45424345,-0.11947269,1.306485,-0.4321541,-0.1498625,1.3087626,-0.39479938,-0.05883743,1.3031136,-0.45497492,-0.08205495,1.3397166,-0.47005424,-0.055623785,1.3404592,-0.4634397,-0.11763445,1.3425533,-0.4394178,-0.15549208,1.33775,-0.39290154,-0.037364144,1.341868,-0.45165253,-0.08737683,1.3221705,-0.46715474,-0.062246732,1.3210422,-0.46629906,-0.11637126,1.3241367,-0.43858805,-0.1522125,1.3251864,-0.39459565,-0.041783474,1.3201941,-0.46116292,-0.052155737,1.3956621,-0.054634843,-0.103284776,1.357849,-0.39189234,-0.07470391,1.3548795,-0.40075782,-0.15060996,1.35107,-0.38215744,-0.049000774,1.3512053,-0.40921003,0.15069656,1.3475548,0.030489119,0.3718223,1.1984911,-0.1174227,0.23909995,1.3185952,-0.3128998,0.1937968,1.3547827,-0.42664698,0.17331299,1.349073,-0.43524256,0.21048616,1.3578713,-0.3887085,0.23016568,1.3411618,-0.33032376,0.15311927,1.3430917,-0.43676353,0.20714328,1.3010308,-0.41791537,0.1923542,1.2976669,-0.4256353,0.22173718,1.3031685,-0.3899996,0.23408154,1.3024551,-0.34340337,0.1747506,1.2934253,-0.43036836,0.19606918,1.3339357,-0.43562397,0.16980094,1.3280425,-0.4398854,0.21458983,1.3390994,-0.3926954,0.2316823,1.3308948,-0.33559403,0.14879578,1.32372,-0.43608612,0.2029318,1.3203688,-0.43292326,0.17935479,1.3145089,-0.43950447,0.217468,1.3206987,-0.39485505,0.23231107,1.3186219,-0.3401157,0.15901573,1.308859,-0.4400002,0.018290482,1.3983054,-0.04184372,0.17974608,1.3509886,-0.35175306,0.15759285,1.3515736,-0.37207973,0.22008473,1.3406949,-0.3263123,0.13934922,1.3462071,-0.39167467
7,-0.19728495,1.3341722,-0.032648854,-0.35415795,1.1843005,-0.2469471,-0.1697293,1.3271363,-0.3727864,-0.08603606,1.3599443,-0.4642279,-0.063315734,1.3590424,-0.46122077,-0.11842739,1.3615115,-0.4382328,-0.15791829,1.3487225,-0.3897336,-0.044145823,1.3583593,-0.45239332,-0.09413773,1.3046646,-0.4509424,-0.07743652,1.3039024,-0.45412335,-0.1194238,1.306529,-0.43212807,-0.14981382,1.3088032,-0.39477333,-0.058746174,1.3031777,-0.45477575,-0.08289025,1.3393652,-0.4709946,-0.056276396,1.3400828,-0.46515527,-0.11757507,1.3425981,-0.4393868,-0.155433,1.3377924,-0.39287105,-0.03767301,1.3415395,-0.45392463,-0.087276995,1.3222435,-0.46708176,-0.06215006,1.3211126,-0.46614045,-0.116319045,1.324179,-0.4385614,-0.15215789,1.325228,-0.39456704,-0.04170645,1.3202568,-0.4609279,-0.052106913,1.395634,-0.05464408,-0.103218965,1.3578897,-0.39184684,-0.0746365,1.3549234,-0.40070826,-0.15054649,1.3511089,-0.3821246,-0.04893168,1.3512341,-0.40914875,0.15073569,1.3475803,0.030533167,0.3720024,1.1987531,-0.117405914,0.2391264,1.318637,-0.31291378,0.19374809,1.3548471,-0.42661932,0.17325407,1.3491343,-0.4351884,0.21049331,1.3579339,-0.38870534,0.23018728,1.3412073,-0.33033043,0.15306042,1.3431495,-0.43669674,0.2070215,1.3011342,-0.4178627,0.1921913,1.297789,-0.4255115,0.22174712,1.3032316,-0.39001316,0.23409994,1.3025033,-0.34341943,0.17455994,1.2935648,-0.43015587,0.19604537,1.3340145,-0.43561557,0.16977474,1.328122,-0.4398632,0.21459857,1.339161,-0.39269903,0.23170258,1.3309414,-0.3356033,0.14877148,1.3237963,-0.436057,0.20282814,1.320429,-0.4328887,0.17923245,1.3145586,-0.43939322,0.21747737,1.3207622,-0.39486387,0.23233023,1.3186696,-0.3401278,0.15889433,1.3088996,-0.43981862,0.018338509,1.3982829,-0.0418497,0.17976592,1.3510355,-0.35175157,0.15761593,1.3516195,-0.37208176,0.22010742,1.3407394,-0.32631636,0.1393818,1.3462429,-0.39168277
8,-0.19724031,1.3342152,-0.032661304,-0.3542765,1.1845801,-0.24700552,-0.1696903,1.327286,-0.37276122,-0.086798735,1.3591675,-0.46574768,-0.06398567,1.3581642,-0.46359664,-0.118204065,1.3609619,-0.43858358,-0.15764903,1.3485527,-0.38994846,-0.044497043,1.3574121,-0.45550317,-0.09442135,1.3037195,-0.45076677,-0.077723496,1.3027507,-0.4539089,-0.11968838,1.3058716,-0.4319575,-0.15003124,1.3084893,-0.39458692,-0.059041917,1.3017919,-0.45450792,-0.08375761,1.3383595,-0.4721474,-0.056989484,1.3388258,-0.4670326,-0.11756137,1.3419191,-0.43963313,-0.15529984,1.3375618,-0.39297634,-0.038066853,1.3401045,-0.45632583,-0.08753272,1.3211617,-0.46723026,-0.06242217,1.3197136,-0.46628636,-0.11649864,1.3234372,-0.4386576,-0.15217815,1.3249422,-0.3945471,-0.041992575,1.318595,-0.46106863,-0.05205923,1.3956525,-0.05470481,-0.102907345,1.3580786,-0.39181983,-0.074252695,1.3553437,-0.4005212,-0.1502369,1.3509291,-0.3823755,-0.04847533,1.351682,-0.40874982,0.1507826,1.3476492,0.030502703,0.37210295,1.1989374,-0.11747218,0.23911393,1.318734,-0.31295663,0.193674,1.3549981,-0.42661437,0.17316654,1.3492961,-0.4351584,0.21047564,1.3580757,-0.3887246,0.2301831,1.3413148,-0.3303641,0.15296878,1.3433223,-0.43665525,0.2047068,1.3019043,-0.41662735,0.18925025,1.2988929,-0.42308152,0.22169144,1.3033636,-0.3900523,0.23406102,1.3026108,-0.3434634,0.17123382,1.2949978,-0.42632443,0.19598296,1.3341806,-0.43563303,0.16970626,1.3283095,-0.43987283,0.21456805,1.3392973,-0.39272666,0.23168832,1.331049,-0.33563995,0.14870071,1.323998,-0.43606308,0.20266914,1.3205739,-0.43287775,0.179051,1.3147116,-0.43930763,0.21743283,1.3208997,-0.39489716,0.23230478,1.3187774,-0.3401674,0.1587096,1.3090596,-0.43966463,0.018386653,1.3983065,-0.04191402,0.17976189,1.3511856,-0.35176364,0.1576139,1.3517839,-0.37209564,0.2201048,1.3408533,-0.32634535,0.13938676,1.3464043,-0.39170232
9,-0.19718848,1.3343033,-0.032574523,-0.35413095,1.1857841,-0.24776179,-0.16914515,1.3285971,-0.3728066,-0.086689286,1.3575445,-0.46765432,-0.06382413,1.3561852,-0.46646842,-0.11690558,1.3599976,-0.43922263,-0.15652594,1.3492389,-0.39033768,-0.044020142,1.355163,-0.45921355,-0.09457817,1.3019501,-0.45043722,-0.07790932,1.3004736,-0.45353538,-0.11976897,1.3050193,-0.43165305,-0.15000175,1.3089112,-0.39430428,-0.05926136,1.298978,-0.45407993,-0.0839849,1.3360237,-0.47338077,-0.05707876,1.3358917,-0.46902734,-0.11677608,1.3407927,-0.4399961,-0.15447654,1.3381392,-0.39318085,-0.03782719,1.3368282,-0.4588865,-0.087331705,1.318933,-0.46727487,-0.06227269,1.3167849,-0.46629587,-0.11618517,1.3223552,-0.43870276,-0.15169959,1.3254148,-0.3945395,-0.041885335,1.3151468,-0.46105027,-0.051990125,1.3956602,-0.054727867,-0.10171222,1.3583915,-0.3924062,-0.07309695,1.3554603,-0.40117288,-0.14905313,1.3515382,-0.38280067,-0.04736343,1.3516006,-0.4094481,0.15087833,1.3477021,0.030441761,0.37229916,1.1994268,-0.11782046,0.23915866,1.3192312,-0.31319696,0.19363967,1.3555331,-0.42680475,0.173122,1.3498259,-0.43532068,0.21050201,1.358608,-0.3889417,0.23022243,1.3418177,-0.33059406,0.1529251,1.3438457,-0.43680412,0.2033827,1.3028157,-0.41597208,0.18758808,1.300012,-0.42165527,0.2217243,1.3038864,-0.39029565,0.23409986,1.303119,-0.34370854,0.16939203,1.2963239,-0.4240178,0.19597381,1.3347268,-0.43584678,0.16969612,1.3288552,-0.4400797,0.21459739,1.3398237,-0.3929548,0.2317271,1.331554,-0.33587402,0.14869079,1.3245384,-0.4362749,0.20250478,1.321091,-0.43303716,0.17885883,1.3152153,-0.43935153,0.21746355,1.3214263,-0.39513305,0.23234332,1.3192843,-0.34040618,0.15851887,1.309553,-0.43961442,0.018459793,1.3983208,-0.04196069,0.17979212,1.3516982,-0.35197073,0.15764962,1.3522843,-0.37230906,0.22014508,1.3413543,-0.32657313,0.13943785,1.3468844,-0.39192444
