frame,pos_x,pos_y,pos_z,roll,pitch,yaw
0,-0.2390873,1.4345218,0.044222947,160.69073133377128,38.55830838695455,4.645206836654442
1,-0.2390873,1.4345218,0.044222947,160.69073133377128,38.55830838695455,4.645206836654442
2,-0.2397537,1.4346154,0.045165014,160.6733005358307,38.613950733329816,4.564745198574464
3,-0.2404392,1.4349455,0.045992672,160.75307445230843,38.66432546380692,4.560302291235791
4,-0.24110359,1.4351985,0.046680566,160.87715478017384,38.72402805694753,4.696263316718981
5,-0.24180105,1.4353148,0.0471052,161.03897554272731,38.79648475939503,4.929869217015915
6,-0.24240503,1.4353688,0.047172494,161.24368707581462,38.86565037722577,5.186013739944539
7,-0.24274538,1.4352738,0.047092754,161.4240824357031,38.95198051435242,5.467949801486215
8,-0.24283168,1.434938,0.04705103,161.54018366271208,39.0949532189513,5.80406561813808
9,-0.242589,1.434291,0.047121864,161.5490257524813,39.26985579289051,6.166506065274179
10,-0.24211283,1.4333557,0.04733445,161.43970216805994,39.4844621783124,6.537974094955236
11,-0.24171,1.4322708,0.047628634,161.2041865092352,39.709389113248385,6.800862083348162
12,-0.24145313,1.4310883,0.04795138,160.75614821692102,40.01858918339081,6.7519674484983785
13,-0.24137092,1.4301773,0.04806925,160.01254618776397,40.35939221017316,6.14779497534791
14,-0.24119693,1.4295546,0.04782209,159.3753830940116,40.64798627927083,5.568026068641462
15,-0.2408019,1.4289646,0.047408897,158.94510392364634,40.88097839379043,5.256318724455511
16,-0.24032794,1.4284352,0.046956066,158.65474929995548,41.037234040373725,5.091794631460834
17,-0.23994511,1.428087,0.046527702,158.44786212949992,41.16689895451559,4.97717149789163
18,-0.23969242,1.4277685,0.046314757,158.25539811911273,41.34814076708335,4.875039307119974
19,-0.23956624,1.4273621,0.046432134,158.0442749952324,41.583504504038274,4.78055245278383
20,-0.23952763,1.4268129,0.046867795,157.8377735005845,41.84115856917753,4.759514388476329
21,-0.23956692,1.4260049,0.04763605,157.62978253902563,42.111508008473464,4.854785612289491
22,-0.23977472,1.4252056,0.048635013,157.55675570411512,42.40689349324379,5.118076382472298
23,-0.2400772,1.4246126,0.04964749,157.7037134410066,42.723860491273015,5.563360906125819
24,-0.24034595,1.4240167,0.050597023,157.98176673874468,43.0712208063484,6.186973309070757
25,-0.24076982,1.423433,0.05168476,158.19977842373277,43.45522174513605,6.74384994655113
26,-0.24137384,1.4229265,0.05283422,158.42538122178826,43.87364480803104,7.281001934722981
27,-0.24204476,1.4225285,0.05380721,158.68071617993098,44.24765146116218,7.779477051597915
28,-0.24276735,1.4222038,0.054476745,159.01981278121116,44.560962429854776,8.323857672917143
29,-0.2435834,1.4219236,0.054876786,159.46564748485426,44.838422164426866,8.976127429450418
30,-0.24449094,1.4214369,0.05527006,159.80421440413087,45.12315882356472,9.59882301547713
31,-0.24555406,1.4208207,0.055699382,160.0637872930865,45.4401696504584,10.1435191557653
32,-0.24668603,1.420129,0.05621509,160.25793202611808,45.79256924777165,10.626077367764966
33,-0.24777853,1.4194043,0.056781393,160.43564666166415,46.18453401992036,11.111062800613306
34,-0.24887873,1.418719,0.05736782,160.612879390052,46.56894263994103,11.570372365621491
35,-0.24976256,1.4179571,0.058010597,160.74355085456804,46.89372442050279,12.02570984915064
36,-0.25045273,1.4172535,0.058671545,160.8345620620964,47.13317070761035,12.419651214820755
37,-0.2510158,1.4166539,0.059381407,160.91127241144093,47.336116159531045,12.762243954682008
38,-0.25140536,1.4161987,0.060040243,161.04964019894425,47.511549407137196,13.131740521872443
39,-0.25156122,1.4159825,0.060548626,161.24355289209564,47.607607202436114,13.481283355615362
40,-0.2516305,1.4158599,0.061002787,161.45651088568496,47.65126782037338,13.811270147683576
41,-0.2518532,1.4157896,0.061522566,161.64717484083997,47.711177406389936,14.067779761093211
42,-0.25212425,1.4157668,0.06205436,161.81858233089406,47.7484347878897,14.275759334922803
43,-0.25242642,1.4157789,0.06259259,162.04490821315588,47.7973856943422,14.540784729874078
44,-0.252726,1.415806,0.06314227,162.29297312877898,47.85557660701877,14.84103988484655
45,-0.25300407,1.4158583,0.06367857,162.5155629306155,47.934292254309895,15.097453640640206
46,-0.25324723,1.415893,0.064196944,162.70419289807424,48.04724015672541,15.306140819524714
47,-0.25343147,1.415884,0.064618945,162.81878527538555,48.14788789304301,15.425430068159022
48,-0.25352788,1.4157677,0.06487973,162.8960604683414,48.21847042981546,15.537115557407542
49,-0.2535548,1.4155154,0.06513004,162.91516592105742,48.26897517263676,15.658800220044634
50,-0.25370482,1.4153421,0.065351635,162.9736090675141,48.3250602923284,15.79219318936873
51,-0.2540033,1.4153172,0.06553938,163.07241104210271,48.38190293908702,15.915013761562804
52,-0.254296,1.4152459,0.0658024,163.16092776568587,48.456001409613435,16.04979775881772
53,-0.25452247,1.4150755,0.06613527,163.19814485302845,48.52982576448566,16.15684918716816
54,-0.2546722,1.4148748,0.06640384,163.21901800682232,48.57759876199693,16.261436646558444
55,-0.25480863,1.4146504,0.06663104,163.21766210974343,48.61106985349977,16.349899269688503
56,-0.25494677,1.4143611,0.066889085,163.15687478805805,48.655522211762204,16.40522240102737
57,-0.25505236,1.4140289,0.06712157,163.07803453670428,48.717574706083795,16.46751723746413
58,-0.25508958,1.4136066,0.06736196,162.99888058959237,48.79696842006269,16.577069611738803
59,-0.2552834,1.4134004,0.06746929,162.9865477642585,48.835352916872296,16.66165217080735
60,-0.2555179,1.4133441,0.067508355,163.0422039810798,48.834599624302385,16.79190530505388
61,-0.25576168,1.4132215,0.06757452,163.1023567797963,48.82660627378574,16.9756004772458
62,-0.2560733,1.4130663,0.067714326,163.1854309837606,48.84578546979301,17.178732058002236
63,-0.25629446,1.4129194,0.06796425,163.26606641249717,48.92044550041022,17.347411397444485
64,-0.25636572,1.4128398,0.068245,163.30037557167745,49.02219361378242,17.400163416119877
65,-0.25636056,1.4128151,0.068457976,163.3015980159699,49.09845971033393,17.371212439564907
66,-0.25628054,1.41285,0.068519495,163.33272062138414,49.12652288618883,17.359030003790046
67,-0.25619346,1.4128485,0.06853198,163.38594688133995,49.12787954435637,17.39377833906194
68,-0.2561124,1.4127226,0.06855901,163.48139114189308,49.145998796081486,17.529181095121253
69,-0.2561709,1.4125309,0.06869384,163.5045522279074,49.2124985784344,17.593233377375253
70,-0.25637695,1.4123708,0.06890496,163.4741982667195,49.326348486824195,17.559545158769165
71,-0.25653413,1.4121884,0.06916824,163.3830742848486,49.44259799221161,17.47159601608813
72,-0.2567195,1.4121006,0.069379285,163.31388894640307,49.50831226361304,17.380450216268862
73,-0.25701323,1.4121133,0.06954091,163.3461623286858,49.51693798560425,17.398042710907397
74,-0.25745857,1.4121588,0.0697426,163.4317343954346,49.48858397668475,17.513276628084128
75,-0.2580438,1.4121717,0.07003611,163.58441059829892,49.49552267904463,17.727649271036686
76,-0.25860503,1.41203,0.07044071,163.73955443858932,49.58497679246973,17.964050871151723
77,-0.259022,1.4117962,0.070857406,163.7764920463357,49.70073231935983,18.04981868764385
78,-0.2591725,1.4115715,0.07110978,163.75662429736835,49.777748988124614,18.05089332216564
79,-0.25900066,1.4113764,0.07115354,163.73709880908515,49.79096906687869,18.0633330166668
80,-0.258694,1.4113389,0.07104378,163.74568191064836,49.75210771002249,18.060257350189815
81,-0.25838068,1.411452,0.07091578,163.7440829255003,49.69719791034482,18.00932253774717
82,-0.25807044,1.4116079,0.0708072,163.7554029482622,49.63517063397648,17.968334490144663
83,-0.25778693,1.411794,0.07071415,163.80185216455675,49.56661231765806,17.956389315743547
84,-0.25756925,1.4120625,0.07061527,163.90371240147033,49.508636762244684,17.978306796853023
85,-0.25745246,1.4123217,0.07055092,163.96562663418376,49.466880815306475,17.964306477947073
86,-0.2574409,1.4124948,0.07052483,163.94773854260004,49.41711292579826,17.908363032568836
87,-0.25753093,1.412591,0.07049251,163.93480760333279,49.34435196216231,17.906790720813976
88,-0.2578355,1.4126651,0.0705272,164.02023803995255,49.321692513857016,18.012338828277755
89,-0.2582911,1.4126216,0.07074533,164.09755578157703,49.37709324937158,18.128287545228876
90,-0.25872892,1.4124411,0.07108742,164.1242016347046,49.49303304100769,18.22124039809632
91,-0.25909728,1.4122614,0.0713719,164.10389439889946,49.581146821840264,18.247048394909378
92,-0.25923163,1.4120464,0.07157643,164.05653406208407,49.6080478687245,18.275701457198966
93,-0.25914806,1.4118867,0.07167021,164.05369846663106,49.59215890118923,18.352000112068126
94,-0.25904277,1.4119494,0.07162153,164.09343221705174,49.54528842791736,18.387683749851476
95,-0.2589234,1.4120904,0.07154572,164.18996082043472,49.53191386462677,18.457294038354103
